Account ID,Backlog Rev,Bio Reactors used,BM Test,Campaign ID,Cell Culture Media,Cell Type,Close Date,Closed,Closed Lost Reason,COVID Notes,COVID Status,Created By ID,Created by Lead Conversion,Created Date,Deleted,DOR Distributor,Final Quote,Fiscal Period,Fiscal Quarter,Fiscal Year,Forecast Category,Forecast Q Commit,Forecast Q Prior Commit,Funding Source,Has Line Item,Has Open Activity,Has Overdue Task,Industry,Install This Quarter,Interface Type,Internal Forecast,Last Modified By ID,Last Modified Date,Last Stage Change Date,LDO,LDO Priority Level,Lead Application,Lead Source,Mass Spec Manufacturer,Mass Spec Type,Media Provider,Opportunity ID,Opportunity Type,Order Finalized,Other Closed Lost Details,Other Mass Spec Type,Other Research Area,Owner ID,Price Book ID,Primary Application,Primary Application (FF),Primary Contact,Product Category,Product of Interest,Purchase Agent,Record Type ID,Registered Vendor (confirmed),Secondary Application (FF),Ship This Quarter,Ship This Quarter List,Signing Authority,Stage,Standard Application,System Modstamp,Technical Owner,Validated Customer Needs,Won,# Close Date Extensions,# Close Date Month Extensions,Amount,Expected_Amount,Probability (%),Push Count
0013100001VWdHfAAL,FALSE,Other,FALSE,Other,Other,other,9/30/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,TRUE,7/22/2015,FALSE,Other,FALSE,03-01-2015,3,2015,Omitted,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Education,FALSE,Other,FALSE,0055A000009s6n0QAA,9/17/2020,01-06-2020,FALSE,Other,Other,Website,Other,Other,Other,0063100000YNxMDAA1,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,Other,All Hazards,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,0,0,0,0
0013100001VWdHuAAL,FALSE,Other,FALSE,Other,Other,other,9/30/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,7/22/2015,FALSE,Other,FALSE,03-01-2015,3,2015,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Education,FALSE,Other,FALSE,00531000007MUoEAAW,12/15/2020,01-06-2020,FALSE,Other,Other,Website,Other,Other,Other,0063100000YNxNGAA1,Other,TRUE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,CWAs,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,923,923,100,0
001i000000Jd1ngAAB,FALSE,Other,FALSE,Other,Other,other,9/30/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,TRUE,7/31/2015,FALSE,Other,FALSE,03-01-2015,3,2015,Omitted,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Education,FALSE,Other,FALSE,0055A000009s6n0QAA,9/17/2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000YOGBDAA5,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,Other,Other,Other,0033100002mbttwAAA,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,177000,0,0,0
0013100001VXN1KAAX,FALSE,Other,FALSE,Other,Other,other,9/30/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,08-05-2015,FALSE,Other,FALSE,03-01-2015,3,2015,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Education,FALSE,Other,FALSE,0055A000009s6n0QAA,01-06-2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000YOYE1AAP,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,100000,0,0,0
0013100001awhseAAA,FALSE,Other,FALSE,Other,Other,other,9/30/2015,TRUE,Duplicate opportunity,Other,Other,005i0000000fNkyAAE,TRUE,9/16/2015,FALSE,Other,FALSE,03-01-2015,3,2015,Omitted,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Education,FALSE,Other,FALSE,00531000007MUoEAAW,2/23/2021,12/24/2020,FALSE,Other,Other,Advertisement,Other,Other,Other,0063100000ZJiQqAAL,Other,FALSE,Other,Other,Other,00531000008F2qlAAC,Other,CWAs,Other,0033100002nwgNAAAY,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,0,0,0,0
0013100001bZKDxAAO,FALSE,Other,FALSE,Other,Other,other,9/30/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,TRUE,9/22/2015,FALSE,Other,FALSE,03-01-2015,3,2015,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Education,FALSE,Other,FALSE,0055A000009s6n0QAA,9/17/2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000ZKCUHAA5,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,50000,0,0,0
0013100001bZMFsAAO,FALSE,Other,FALSE,Other,Other,other,9/30/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,TRUE,9/22/2015,FALSE,Other,FALSE,03-01-2015,3,2015,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Education,FALSE,Other,FALSE,0055A000009s6n0QAA,9/17/2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000ZKDYTAA5,Other,TRUE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,50000,50000,100,0
0013100001bZYGIAA4,FALSE,Other,FALSE,Other,Other,other,9/30/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,TRUE,9/23/2015,FALSE,Other,FALSE,03-01-2015,3,2015,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Electronics,FALSE,Other,FALSE,0055A000009s6n0QAA,9/17/2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000ZKMQFAA5,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,50000,0,0,0
0013100001bZYVXAA4,FALSE,Other,FALSE,Other,Other,other,9/30/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,TRUE,9/23/2015,FALSE,Other,FALSE,03-01-2015,3,2015,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Electronics,FALSE,Other,FALSE,0055A000009s6n0QAA,9/17/2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000ZKMWSAA5,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,50000,0,0,0
0013100001cRpCNAA0,FALSE,Other,FALSE,Other,Other,other,12/31/2015,TRUE,Other,Other,Other,005i0000006RgPOAA0,TRUE,10/28/2015,FALSE,Other,FALSE,04-01-2015,4,2015,Omitted,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Electronics,FALSE,Other,FALSE,00531000007MUoEAAW,2/23/2021,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000ZlQEeAAN,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,Other,CWAs,Other,0033100002pPZxPAAW,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,0,0,0,0
0013100001cRpCNAA0,FALSE,Other,FALSE,Other,Other,other,12/15/2015,TRUE,Other,Other,Other,005i0000006RgPOAA0,FALSE,10/28/2015,FALSE,Other,FALSE,04-01-2015,4,2015,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Telecommunications,FALSE,Other,FALSE,0055A000009s6n0QAA,01-06-2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000ZlQFIAA3,Other,FALSE,Other,Other,Other,00531000007Es7rAAC,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,50000,0,0,0
001i000001MZ8IpAAL,FALSE,Other,FALSE,Other,Other,other,11/30/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,11/13/2015,FALSE,Other,FALSE,04-01-2015,4,2015,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Telecommunications,FALSE,Other,FALSE,00531000007MUoEAAW,12-08-2020,01-06-2020,TRUE,Other,Other,Other,Other,Other,Other,0063100000aBvNTAA0,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,2892032,0,0,0
0013100001cUmsNAAS,FALSE,Other,FALSE,Other,Other,other,12/31/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,TRUE,11/18/2015,FALSE,Other,FALSE,04-01-2015,4,2015,Omitted,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Telecommunications,FALSE,Other,FALSE,00531000007MUoEAAW,2/23/2021,01-06-2020,FALSE,Other,Other,Website,Other,Other,Other,0063100000aCFelAAG,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,Other,CWAs,Other,0033100002q5P54AAE,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,0,0,0,0
001i000001MZMMuAAP,FALSE,Other,FALSE,Other,Other,other,9/30/2016,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,11/18/2015,FALSE,Other,FALSE,03-01-2016,3,2016,Omitted,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Telecommunications,FALSE,Other,FALSE,0055A000009s6n0QAA,01-06-2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000aCFl8AAG,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,0,0,0,0
0013100001cVUEmAAO,FALSE,Other,FALSE,Other,Other,other,5/30/2019,TRUE,Lost or No Budget,Other,Other,005i0000000fNkyAAE,TRUE,11/23/2015,FALSE,Other,FALSE,02-01-2019,2,2019,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Telecommunications,FALSE,Other,FALSE,00531000007MUoEAAW,2/23/2021,01-06-2020,FALSE,Other,Other,Advertisement,Other,Other,Other,0063100000aCatgAAC,Other,FALSE,Other,Other,Other,00531000007KAsvAAG,01si0000000WGiAAAW,CWAs,Other,0033100002qL4WCAA0,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,65000,0,0,0
0013100001dAL4iAAG,FALSE,Other,FALSE,Other,Other,other,12/31/2015,TRUE,Other,Other,Other,005i0000000fNkyAAE,TRUE,12/15/2015,FALSE,Other,FALSE,04-01-2015,4,2015,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Transportation,FALSE,Other,FALSE,00531000007MUoEAAW,12/15/2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000aEEjGAAW,Other,TRUE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,CWAs,0033100002se2AUAAY,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,65000,65000,100,0
001i000001MZMOvAAP,FALSE,Other,FALSE,Other,Other,other,9/27/2019,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,01-05-2016,FALSE,Other,FALSE,03-01-2019,3,2019,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Transportation,FALSE,Other,FALSE,00531000007MUoEAAW,12-10-2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000aFWpEAAW,Other,TRUE,Other,Other,Other,00531000007KAsvAAG,01s31000003qafjAAA,All Hazards,All Hazards,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,60944.15,60944.15,100,0
0016e00002Zvj82AAB,FALSE,Other,FALSE,Other,Other,other,3/31/2016,TRUE,Other,Other,Other,005i0000000fpvQAAQ,FALSE,01-05-2016,FALSE,Other,FALSE,01-01-2016,1,2016,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Transportation,FALSE,Other,FALSE,00531000008F2qlAAC,6/14/2021,7/24/2020,FALSE,Other,Other,Inside Sales,Other,Other,Other,0063100000aFacVAAS,Other,TRUE,Other,Other,Other,00531000008F2qlAAC,01si00000040RFIAA2,Other,CWAs,0033100002tFOkTAAW,Other,Other,Other,0125A000001NaBLQA0,FALSE,Explosives,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,124624.5,124624.5,100,0
001i000001MZ8IpAAL,FALSE,Other,FALSE,Other,Other,other,9/30/2016,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,01-08-2016,FALSE,Other,FALSE,03-01-2016,3,2016,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Transportation,FALSE,Other,FALSE,0055A000009s6n0QAA,01-06-2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000anT4uAAE,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,3624,3624,100,0
0013100001eB85XAAS,FALSE,Other,FALSE,Other,Other,other,3/31/2016,FALSE,Other,Other,Other,005i0000006RgPOAA0,TRUE,1/14/2016,FALSE,Other,FALSE,01-01-2016,1,2016,Pipeline,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Transportation,FALSE,Other,FALSE,0055A00000BclF5QAJ,05-04-2021,,FALSE,Other,Other,Website,Other,Other,Other,0063100000antUKAAY,Other,FALSE,Other,Other,Other,005i0000006RgPOAA0,Other,Other,Other,0033100002tHcsCAAS,Other,Other,Other,0125A000001ESVgQAO,FALSE,Other,FALSE,Other,Other,Qualified Opportunity,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,0,0,0,0
0013100001eB85XAAS,FALSE,Other,FALSE,Other,Other,other,12/30/2016,FALSE,Other,Other,Other,005i0000006RgPOAA0,FALSE,1/14/2016,FALSE,Other,FALSE,04-01-2016,4,2016,Pipeline,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Transportation,FALSE,Other,FALSE,0055A00000BclF5QAJ,04-11-2021,,FALSE,Other,Other,Website,Other,Other,Other,0063100000antUuAAI,Other,FALSE,Other,Other,Other,005i0000006RgPOAA0,01si0000000WGiAAAW,Other,Other,Other,Other,Other,Other,0125A000001ESVgQAO,FALSE,Other,FALSE,Other,Other,Qualified Opportunity,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,65000,0,0,0
001i000000WS6x7AAD,FALSE,Other,FALSE,Other,Other,other,12/31/2018,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,1/18/2016,FALSE,Other,FALSE,04-01-2018,4,2018,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Transportation,FALSE,Other,FALSE,0055A000009s6n0QAA,01-06-2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000ao9wMAAQ,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01s31000003qafjAAA,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,130000,0,0,0
0013100001dAL4iAAG,FALSE,Other,FALSE,Other,Other,other,12/31/2021,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,1/19/2016,FALSE,Other,FALSE,04-01-2021,4,2021,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Transportation,FALSE,Other,FALSE,0055A000009s6n0QAA,01-06-2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000aoF6WAAU,Other,FALSE,NA,Other,Other,005i0000000fNkyAAE,01s31000003qafjAAA,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,115000,0,0,0
0013100001eBxPJAA0,FALSE,Other,FALSE,Other,Other,other,9/30/2016,TRUE,Lost or No Budget,Other,Other,00531000007KAsvAAG,FALSE,1/20/2016,FALSE,Other,FALSE,03-01-2016,3,2016,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Transportation,FALSE,Other,FALSE,0055A00000BclF5QAJ,04-11-2021,01-06-2020,FALSE,Other,Other,Inside Sales,Other,Other,Other,0063100000aoLPaAAM,Other,FALSE,Other,Other,Other,00531000007KAsvAAG,01s31000003qafjAAA,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,65000,0,0,0
0013100001ekHGJAA2,FALSE,Other,FALSE,Other,Other,other,12/15/2016,TRUE,Other,Other,Other,00531000007KAsvAAG,FALSE,1/25/2016,FALSE,Other,FALSE,04-01-2016,4,2016,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Agriculture,FALSE,Other,FALSE,00531000007MUoEAAW,12-10-2020,01-06-2020,FALSE,Other,Other,Trade Show,Other,Other,Other,0063100000aojGMAAY,Other,TRUE,Other,Other,Other,00531000007KAsvAAG,01s31000003qafjAAA,All Hazards,All Hazards,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,65000,65000,100,0
0013100001el29RAAQ,FALSE,Other,FALSE,Other,Other,other,3/31/2016,TRUE,Other,Other,Other,005i0000000fNkyAAE,TRUE,1/29/2016,FALSE,Other,FALSE,01-01-2016,1,2016,Omitted,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Apparel,FALSE,Other,FALSE,00531000007MUoEAAW,2/23/2021,01-06-2020,FALSE,Other,Other,Trade Show,Other,Other,Other,0063100000ap7sWAAQ,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,Other,CWAs,Other,0033100002tsjv5AAA,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,0,0,0,0
001i000001MZMQXAA5,FALSE,Other,FALSE,Other,Other,other,02-11-2016,TRUE,Other,Other,Other,00531000007KAsvAAG,FALSE,02-03-2016,FALSE,Other,FALSE,01-01-2016,1,2016,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Apparel,FALSE,Other,FALSE,0055A00000BclF5QAJ,04-11-2021,01-06-2020,FALSE,Other,Other,Inside Sales,Other,Other,Other,0063100000apZWvAAM,Other,TRUE,Other,Other,Other,00531000007KAsvAAG,01s31000003qafjAAA,All Hazards,All Hazards,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,150000,150000,100,0
001i0000014EAO9AAO,FALSE,Other,FALSE,Other,Other,other,9/30/2016,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,02-04-2016,FALSE,Other,FALSE,03-01-2016,3,2016,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Banking,FALSE,Other,FALSE,0055A000009s6n0QAA,01-06-2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000apZwAAAU,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01s31000003qafjAAA,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,71500,0,0,0
0013100001eljtBAAQ,FALSE,Other,FALSE,Other,Other,other,05-02-2017,TRUE,Other,Other,Other,00531000007KAsvAAG,FALSE,02-04-2016,FALSE,Other,FALSE,02-01-2017,2,2017,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Banking,FALSE,Other,FALSE,0055A00000BclF5QAJ,04-11-2021,01-06-2020,FALSE,Other,Other,Inside Sales,Other,Other,Other,0063100000apecPAAQ,Other,TRUE,Other,Other,Other,00531000007KAsvAAG,01s31000003qafjAAA,All Hazards,All Hazards,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,56500,56500,100,0
0013100001emAHaAAM,FALSE,Other,FALSE,Other,Other,other,2/19/2016,TRUE,Other,Other,Other,00531000007KAsvAAG,TRUE,02-08-2016,FALSE,Other,FALSE,01-01-2016,1,2016,Closed,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Banking,FALSE,Other,FALSE,00531000007MUoEAAW,3/29/2021,01-06-2020,FALSE,Other,Other,Website,Other,Other,Other,0063100000aq7k4AAA,Other,TRUE,Other,Other,Other,00531000007KAsvAAG,Other,CWAs,CWAs,0033100002uamE2AAI,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,0,0,100,0
0013100001enlrdAAA,FALSE,Other,FALSE,Other,Other,other,12/28/2018,TRUE,Non Responsive,Other,Other,00531000007KAu8AAG,TRUE,2/22/2016,FALSE,Other,FALSE,04-01-2018,4,2018,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Banking,FALSE,Manual-Classic,FALSE,0055A00000BclF5QAJ,04-10-2021,06-11-2019,FALSE,Other,Metabolomics,Sales Seminar,Other,Other,Other,0063100000arFYbAAM,Other,FALSE,Other,Other,Other,0055A000009sZg0QAE,01s31000003qafeAAA,Metabolomics,Other,0033100002ue3fWAAQ,System,ZipChip,Other,0125A000001ESVfQAO,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,57394,0,0,0
0013100001eo7KyAAI,FALSE,Other,FALSE,Other,Other,other,4/14/2016,TRUE,Other,Other,Other,00531000007KAsvAAG,FALSE,2/24/2016,FALSE,Other,FALSE,02-01-2016,2,2016,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Banking,FALSE,Other,FALSE,0055A00000BclF5QAJ,04-11-2021,01-06-2020,FALSE,Other,Other,Inside Sales,Other,Other,Other,0063100000arTVnAAM,Other,TRUE,Other,Other,Other,00531000007KAsvAAG,01s31000003qafjAAA,All Hazards,All Hazards,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,Other,FALSE,TRUE,0,0,65000,65000,100,0
001i000000WS6x7AAD,FALSE,Other,FALSE,Other,Other,other,12/31/2016,TRUE,Other,Other,Other,005i0000000fNkyAAE,FALSE,2/25/2016,FALSE,Other,FALSE,04-01-2016,4,2016,Omitted,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Banking,FALSE,Other,FALSE,0055A000009s6n0QAA,01-06-2020,01-06-2020,FALSE,Other,Other,Other,Other,Other,Other,0063100000bfw4VAAQ,Other,FALSE,Other,Other,Other,005i0000000fNkyAAE,01s31000003qafjAAA,Other,Other,Other,Other,Other,Other,0125A000001NaBLQA0,FALSE,Other,FALSE,Other,Other,Closed Lost,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,65000,0,0,0
0013100001fpKktAAE,FALSE,Other,FALSE,Other,Other,other,10/24/2017,TRUE,Other,Other,Other,00531000007KAu8AAG,FALSE,2/26/2016,FALSE,Other,FALSE,04-01-2017,4,2017,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Biotechnology,FALSE,Auto-Classic,FALSE,0055A00000BclF5QAJ,04-11-2021,03-10-2018,FALSE,Other,Biotherapeutics;Proteomics and Peptide Mapping,Field Sales,Other,Other,Other,0063100000bg1PIAAY,Other,FALSE,Other,Other,Other,0055A000008zqzaQAA,01s31000003qafeAAA,Biotherapeutics,Other,00331000038FJzdAAG,System,ZipChip,Other,0125A000001ESVfQAO,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,0055A00000BctN2QAJ,FALSE,TRUE,0,0,50015,50015,100,0
0013100001enW6YAAU,FALSE,Other,FALSE,Other,Other,other,11-02-2016,TRUE,Other,Other,Other,00531000007KAu8AAG,FALSE,2/26/2016,FALSE,Other,FALSE,04-01-2016,4,2016,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Energy,FALSE,Manual-Classic,FALSE,0055A00000BclF5QAJ,04-11-2021,03-10-2018,FALSE,Other,Peptide Mapping;Intact Proteins & Antibodies,Field Sales,Other,Other,Other,0063100000bg1oLAAQ,Other,FALSE,Other,Other,Other,0055A000008zqzaQAA,01s31000003qafeAAA,Biotherapeutics,Other,0033100002udHl0AAE,System,ZipChip,Other,0125A000001ESVfQAO,FALSE,Other,FALSE,Other,Other,Closed Won,TRUE,6/29/2021,0055A00000BctN2QAJ,FALSE,TRUE,0,0,48555,48555,100,0
0013100001fpk4nAAA,FALSE,Other,FALSE,Other,Other,other,5/23/2016,TRUE,Other,Other,Other,00531000007KAu8AAG,FALSE,03-01-2016,FALSE,Other,FALSE,02-01-2016,2,2016,Closed,FALSE,FALSE,Other,TRUE,FALSE,FALSE,Energy,FALSE,Other,FALSE,0055A00000BclF5QAJ,04-11-2021,03-10-2018,FALSE,Other,Biotherapeutics,Field Sales,Other,Other,Other,0063100000bgLcoAAE,Other,FALSE,Other,Other,Other,0055A000008zqzaQAA,01s31000003qafeAAA,Biotherapeutics,Other,Other,Training,ZipChip,Other,0125A000001ESVfQAO,FALSE,Other,FALSE,Other,Other,Closed Won,FALSE,6/29/2021,0055A00000BctN2QAJ,FALSE,TRUE,0,0,5050,5050,100,0
0013100001fpl2gAAA,FALSE,Other,FALSE,Other,Other,other,9/30/2017,FALSE,Other,Other,Other,00531000007MUoEAAW,FALSE,03-02-2016,FALSE,Other,FALSE,03-01-2017,3,2017,Pipeline,FALSE,FALSE,Other,FALSE,FALSE,FALSE,Energy,FALSE,Other,FALSE,0055A000009s6n0QAA,01-06-2020,,FALSE,Other,Other,Other,Other,Other,Other,0063100000bgVWEAA2,Other,FALSE,Other,Other,Other,00531000006uPsjAAE,01s31000003qagwAAA,Other,Other,Other,Other,Other,Other,0125A000001ESVgQAO,FALSE,Other,FALSE,Other,Other,Qualified Opportunity,FALSE,6/29/2021,Other,FALSE,FALSE,0,0,65000,0,0,0
